Acc,Name,Desc
PF15870.4,EloA-BP1,ElonginA binding-protein 1
PF15871.4,JMY,Junction-mediating and -regulatory protein
PF15872.4,SRTM1,Serine-rich and transmembrane domain-containing protein 1
PF15873.4,DUF4730,Domain of unknown function (DUF4730)
PF15874.4,Il2rg,"Putative Interleukin 2 receptor, gamma chain"
PF15875.4,DUF4731,Domain of unknown function (DUF4731)
PF15876.4,DUF4732,Domain of unknown function (DUF4732)
PF15877.4,TMEM232,Transmembrane protein family 232
PF15878.4,DUF4733,Domain of unknown function (DUF4733)
PF15879.4,MWFE,NADH-ubiquinone oxidoreductase MWFE subunit
PF15880.4,NDUFV3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"
PF15881.4,DUF4734,Domain of unknown function (DUF4734)
PF15882.4,DUF4735,Domain of unknown function (DUF4735)
PF15883.4,DUF4736,Domain of unknown function (DUF4736)
PF15884.4,QIL1,Protein QIL1
PF15886.4,CBM39,Carbohydrate binding domain (family 32)
PF15887.4,Peptidase_Mx,Putative zinc-binding metallo-peptidase
PF15888.4,FOG_N,Folded gastrulation N-terminus
PF15889.4,DUF4738,Domain of unknown function (DUF4738)
PF15890.4,Peptidase_Mx1,Putative zinc-binding metallo-peptidase
PF15891.4,Nuc_deoxyri_tr2,Nucleoside 2-deoxyribosyltransferase like
PF15892.4,BNR_4,BNR repeat-containing family member
PF15893.4,DUF4739,Domain of unknown function (DUF4739)
PF15894.4,SgrT,Inhibitor of glucose uptake transporter SgrT
PF15895.4,CAAX_1,CAAX box cerebral protein 1
PF15897.4,DUF4741,Domain of unknown function (DUF4741)
PF15898.4,PRKG1_interact,cGMP-dependent protein kinase interacting domain
PF15899.4,BNR_6,BNR-Asp box repeat
PF15901.4,Sortilin_C,"Sortilin, neurotensin receptor 3, C-terminal"
PF15902.4,Sortilin-Vps10,"Sortilin, neurotensin receptor 3,"
PF15903.4,PL48,"Filopodia upregulated, FAM65"
PF15904.4,LIP1,LKB1 serine/threonine kinase interacting protein 1
PF15905.4,HMMR_N,Hyaluronan mediated motility receptor N-terminal
PF15906.4,zf-NOSIP,Zinc-finger of nitric oxide synthase-interacting protein
PF15907.4,Itfg2,Integrin-alpha FG-GAP repeat-containing protein 2
PF15908.4,HMMR_C,Hyaluronan mediated motility receptor C-terminal
PF15909.4,zf-C2H2_8,C2H2-type zinc ribbon
PF15910.4,V-set_2,ICOS V-set domain
PF15911.4,WD40_3,"WD domain, G-beta repeat"
PF15912.4,VIR_N,"Virilizer, N-terminal"
PF15913.4,Furin-like_2,"Furin-like repeat, cysteine-rich"
PF15914.4,FAM193_C,FAM193 family C-terminal
PF15915.4,BAT,GAF and HTH_10 associated domain
PF15916.4,DUF4743,Domain of unknown function (DUF4743)
PF15917.4,PIEZO,Piezo
PF15918.4,DUF4744,Domain of unknown function (DUF4744)
PF15919.4,HicB_lk_antitox,HicB_like antitoxin of bacterial toxin-antitoxin system
PF15920.4,WHAMM-JMY_N,N-terminal of Junction-mediating and WASP homolog-associated
PF15921.4,CCDC158,Coiled-coil domain-containing protein 158
PF15922.4,YjeJ,YjeJ-like
PF15923.4,DUF4745,Domain of unknown function (DUF4745)
PF15924.4,ALG11_N,ALG11 mannosyltransferase N-terminus
PF15925.4,SOSSC,SOSS complex subunit C
PF15926.4,RNF220,E3 ubiquitin-protein ligase RNF220
PF15927.4,Casc1_N,Cancer susceptibility candidate 1 N-terminus
PF15928.4,DUF4746,Domain of unknown function (DUF4746)
PF15929.4,Myofilin,Myofilin
PF15930.4,YdiH,Domain of unknown function
PF15931.4,DUF4747,Domain of unknown function (DUF4747)
PF15932.4,DUF4748,Domain of unknown function (DUF4748)
PF15933.4,RnlB_antitoxin,Antitoxin to bacterial toxin RNase LS or RnlA
PF15934.4,Yuri_gagarin,Yuri gagarin
PF15935.4,RnlA_toxin,"RNase LS, bacterial toxin"
PF15936.4,DUF4749,Domain of unknown function (DUF4749)
PF15937.4,PrlF_antitoxin,prlF antitoxin for toxin YhaV_toxin
PF15938.4,DUF4750,Domain of unknown function (DUF4750)
PF15939.4,YmcE_antitoxin,Putative antitoxin of bacterial toxin-antitoxin system
PF15940.4,YjcB,Family of unknown function
PF15941.4,FidL_like,FidL-like putative membrane protein
PF15942.4,DUF4751,Domain of unknown function (DUF4751)
PF15943.4,YdaS_antitoxin,"Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT"
PF15944.4,DUF4752,Domain of unknown function (DUF4752)
PF15945.4,DUF4753,Domain of unknown function (DUF4753)
PF15946.4,DUF4754,Domain of unknown function (DUF4754)
PF15947.4,DUF4755,Domain of unknown function (DUF4755)
PF15948.4,DUF4756,Domain of unknown function (DUF4756)
PF15949.4,DUF4757,Domain of unknown function (DUF4757)
PF15950.4,DUF4758,Putative sperm flagellar membrane protein
PF15951.4,MITF_TFEB_C_3_N,MITF/TFEB/TFEC/TFE3 N-terminus
PF15952.4,ESM4,Enhancer of split M4 family
PF15953.4,PDU_like,Putative propanediol utilisation
PF15955.4,Cuticle_4,Cuticle protein
PF15956.4,DUF4760,Domain of unknown function (DUF4760)
PF15957.4,Comm,Commissureless
PF15958.4,DUF4761,Domain of unknown function (DUF4761)
PF15959.4,DUF4762,Domain of unknown function (DUF4762)
PF15960.4,DUF4763,Domain of unknown function (DUF4763)
PF15961.4,DUF4764,Domain of unknown function (DUF4764)
PF15962.4,DUF4765,Domain of unknown function (DUF4765)
PF15963.4,Myb_DNA-bind_7,Myb DNA-binding like
PF15964.4,CCCAP,Centrosomal colon cancer autoantigen protein family
PF15965.4,zf-TRAF_2,TRAF-like zinc-finger
PF15966.4,F-box_4,F-box
PF15967.4,Nucleoporin_FG2,Nucleoporin FG repeated region
PF15968.4,RexB,"Membrane-anchored ion channel, Abi component"
PF15969.4,RexA,"Intracellular sensor of Lambda phage, Abi component"
PF15970.4,HicB-like_2,HicB_like antitoxin of bacterial toxin-antitoxin system
PF15971.4,Mannosyl_trans4,DolP-mannose mannosyltransferase
PF15972.4,Unpaired,Unpaired protein
PF15973.4,DUF4766,Domain of unknown function (DUF4766)
PF15974.4,Cadherin_tail,"Cadherin C-terminal cytoplasmic tail, catenin-binding region"
PF15975.4,Flot,Flotillin
PF15976.4,CooC_C,CS1-pili formation C-terminal
PF15977.4,HTH_46,Winged helix-turn-helix DNA binding
PF15978.4,TnsD,Tn7-like transposition protein D
PF15979.4,Glyco_hydro_115,Glycosyl hydrolase family 115
PF15980.4,ComGF,Putative Competence protein ComGF
PF15981.4,EAV_GP5,Envelope glycoprotein GP 5 of equine arteritis virus
PF15982.4,TMEM135_C_rich,N-terminal cysteine-rich region of Transmembrane protein 135
PF15983.4,DUF4767,Domain of unknown function (DUF4767)
PF15984.4,Collagen_mid,"Bacterial collagen, middle region"
PF15985.4,KH_6,KH domain
PF15989.4,DUF4768,Domain of unknown function (DUF4768)
PF15990.4,UPF0767,UPF0767 family
PF15991.4,G_path_suppress,G-protein pathway suppressor
PF15992.4,DUF4769,Domain of unknown function (DUF4769)
PF15993.4,Fuseless,Fuseless
PF15994.4,DUF4770,Domain of unknown function (DUF4770)
PF15995.4,DUF4771,Domain of unknown function (DUF4771)
PF15996.4,PNISR,Arginine/serine-rich protein PNISR
PF15997.4,DUF4772,Domain of unknown function (DUF4772)
PF15998.4,DUF4773,Domain of unknown function (DUF4773)
PF15999.4,DUF4774,Domain of unknown function (DUF4774)
PF16000.4,CARMIL_C,CARMIL C-terminus
PF16001.4,DUF4775,Domain of unknown function (DUF4775)
PF16002.4,Headcase,Headcase protein
PF16003.4,DUF4776,Domain of unknown function (DUF4776)
PF16004.4,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component N-terminus
PF16005.4,MOEP19,KH-like RNA-binding domain
PF16006.4,NUSAP,Nucleolar and spindle-associated protein
PF16007.4,DUF4777,Domain of unknown function (DUF4777)
PF16008.4,DUF4778,Domain of unknown function (DUF4778)
PF16009.4,DUF4779,Domain of unknown function (DUF4779)
PF16010.4,CDH-cyt,Cytochrome domain of cellobiose dehydrogenase
PF16011.4,CBM9_2,Carbohydrate-binding family 9
PF16012.4,DUF4780,Domain of unknown function (DUF4780)
PF16013.4,DUF4781,Domain of unknown function (DUF4781)
PF16014.4,SAP130_C,Histone deacetylase complex subunit SAP130 C-terminus
PF16015.4,Promethin,Promethin
PF16016.4,DUF4782,Domain of unknown function (DUF4782)
PF16017.4,BTB_3,BTB/POZ domain
PF16018.4,Anillin_N,Anillin N-terminus
PF16019.4,CSRNP_N,Cysteine/serine-rich nuclear protein N-terminus
PF16020.4,Deltameth_res,Deltamethrin resistance
PF16021.4,PDCD7,Programmed cell death protein 7
PF16022.4,DUF4783,Domain of unknown function (DUF4783)
PF16023.4,DUF4784,Domain of unknown function (DUF4784)
PF16024.4,DUF4785,Domain of unknown function (DUF4785)
PF16025.4,CALM_bind,Calcium-dependent calmodulin binding
PF16026.4,MIEAP,Mitochondria-eating protein
PF16027.4,DUF4786,Domain of unknown function (DUF4786)
PF16028.4,SLC3A2_N,Solute carrier family 3 member 2 N-terminus
PF16029.4,DUF4787,Domain of unknown function (DUF4787)
PF16030.4,GD_N,Serine protease gd N-terminus
PF16031.4,TonB_N,TonB N-terminal region
PF16032.4,DUF4788,Domain of unknown function (DUF4788)
PF16033.4,DUF4789,Domain of unknown function (DUF4789)
PF16034.4,JAKMIP_CC3,JAKMIP CC3 domain
PF16035.4,Chalcone_2,Chalcone isomerase like
PF16036.4,Chalcone_3,Chalcone isomerase-like
PF16037.4,DUF4790,Domain of unknown function (DUF4790)
PF16038.4,TMIE,TMIE protein
PF16039.4,DUF4791,Domain of unknown function (DUF4791)
PF16040.4,DUF4792,Domain of unknown function (DUF4792)
PF16041.4,DUF4793,Domain of unknown function (DUF4793)
PF16042.4,DUF4794,Domain of unknown function (DUF4794)
PF16043.4,DUF4795,Domain of unknown function (DUF4795)
PF16044.4,DUF4796,Domain of unknown function (DUF4796)
PF16045.4,LisH_2,LisH
PF16046.4,FAM76,FAM76 protein
PF16047.4,Antimicrobial22,Frog antimicrobial peptide
PF16048.4,Antimicrobial23,Frog antimicrobial peptide
PF16049.4,Antimicrobial24,Frog antimicrobial peptide
PF16050.4,CDC73_N,Paf1 complex subunit CDC73 N-terminal
PF16051.4,DUF4797,Domain of unknown function (DUF4797)
PF16053.4,MRP-S34,Mitochondrial 28S ribosomal protein S34
PF16054.4,TMEM72,Transmembrane protein family 72
PF16055.4,DUF4798,Domain of unknown function (DUF4798)
PF16056.4,DUF4799,Domain of unknown function (DUF4799)
PF16057.4,DUF4800,Domain of unknown function (DUF4800)
PF16058.4,Mucin-like,Mucin-like
PF16059.4,DUF4801,Domain of unknown function (DUF4801)
PF16060.4,DUF4802,Domain of unknown function (DUF4802)
PF16061.4,DUF4803,Domain of unknown function (DUF4803)
PF16062.4,DUF4804,Domain of unknown function (DUF4804)
PF16063.4,DUF4805,Domain of unknown function (DUF4805)
PF16064.4,DUF4806,Domain of unknown function (DUF4806)
PF16065.4,DUF4807,Domain of unknown function (DUF4807)
PF16066.4,DUF4808,Domain of unknown function (DUF4808)
PF16067.4,DUF4809,Domain of unknown function (DUF4809)
PF16068.4,DUF4810,Domain of unknown function (DUF4810)
PF16069.4,DUF4811,Domain of unknown function (DUF4811)
PF16070.4,TMEM132,Transmembrane protein family 132
PF16071.4,DUF4812,Domain of unknown function (DUF4812)
PF16072.4,DUF4813,Domain of unknown function (DUF4813)
PF16073.4,SAT,Starter unit:ACP transacylase in aflatoxin biosynthesis
PF16074.4,PilW,Type IV Pilus-assembly protein W
PF16075.4,DUF4815,Domain of unknown function (DUF4815)
PF16076.4,Acyltransf_C,Acyltransferase C-terminus
PF16077.4,Spaetzle,Spaetzle
PF16078.4,2-oxogl_dehyd_N,2-oxoglutarate dehydrogenase N-terminus
PF16079.4,Phage_holin_5_2,"Phage holin family Hol44, in holin superfamily V"
PF16080.4,Phage_holin_2_3,Bacteriophage holin family HP1
PF16081.4,Phage_holin_7_1,Mycobacterial 2 TMS Phage Holin (M2 Hol) Family
PF16082.4,Phage_holin_2_4,"Bacteriophage holin family, superfamily II-like"
PF16083.4,Phage_holin_3_3,"LydA holin phage, holin superfamily III"
PF16084.4,LydB,LydA-holin antagonist
PF16085.4,Phage_holin_3_5,"Bacteriophage holin Hol, superfamily III"
PF16086.4,DUF4816,Domain of unknown function (DUF4816)
PF16087.4,DUF4817,Domain of unknown function (DUF4817)
PF16088.4,BORCS7,BLOC-1-related complex sub-unit 7
PF16089.4,DUF4818,Domain of unknown function (DUF4818)
PF16090.4,DUF4819,Domain of unknown function (DUF4819)
PF16091.4,DUF4820,Domain of unknown function (DUF4820)
PF16092.4,DUF4821,Domain of unknown function (DUF4821)
PF16093.4,PAC4,Proteasome assembly chaperone 4
PF16094.4,PAC1,Proteasome assembly chaperone 4
PF16095.4,COR,"C-terminal of Roc, COR, domain"
PF16096.4,FXR_C1,Fragile X-related 1 protein C-terminal region 2
PF16097.4,FXR_C3,Fragile X-related 1 protein C-terminal region 3
PF16098.4,FXMR_C2,Fragile X-related mental retardation protein C-terminal region 2
PF16099.4,RMI1_C,"Recq-mediated genome instability protein 1, C-terminal OB-fold"
PF16100.4,RMI2,RecQ-mediated genome instability protein 2
PF16101.4,PRIMA1,Proline-rich membrane anchor 1
PF16102.4,ACTH_assoc,ACTH-associated domain
PF16103.4,DUF4822,Domain of unknown function (DUF4822)
PF16104.4,FPRL1_inhibitor,Formyl peptide receptor-like 1 inhibitory protein
PF16105.4,DUF4823,Domain of unknown function (DUF4823)
PF16106.4,DUF4824,Domain of unknown function (DUF4824)
PF16107.4,DUF4825,Domain of unknown function (DUF4825)
PF16108.4,DUF4826,Domain of unknown function (DUF4826)
PF16109.4,DUF4827,Domain of unknown function (DUF4827)
PF16110.4,DUF4828,Domain of unknown function (DUF4828)
PF16111.4,DUF4829,Domain of unknown function (DUF4829)
PF16112.4,DUF4830,Domain of unknown function (DUF4830)
PF16113.4,ECH_2,Enoyl-CoA hydratase/isomerase
PF16114.4,Citrate_bind,ATP citrate lyase citrate-binding
PF16115.4,DUF4831,Domain of unknown function (DUF4831)
PF16116.4,DUF4832,Domain of unknown function (DUF4832)
PF16117.4,DUF4833,Domain of unknown function (DUF4833)
PF16118.4,DUF4834,Domain of unknown function (DUF4834)
PF16119.4,DUF4835,Domain of unknown function (DUF4835)
PF16120.4,DUF4836,Domain of unknown function (DUF4836)
PF16121.4,40S_S4_C,40S ribosomal protein S4 C-terminus
PF16122.4,40S_SA_C,40S ribosomal protein SA C-terminus
PF16123.4,HAGH_C,Hydroxyacylglutathione hydrolase C-terminus
PF16124.4,RecQ_Zn_bind,RecQ zinc-binding
PF16125.4,DUF4837,Domain of unknown function (DUF4837)
PF16126.4,DUF4838,Domain of unknown function (DUF4838)
PF16127.4,DUF4839,Domain of unknown function (DUF4839)
PF16128.4,DUF4840,Domain of unknown function (DUF4840)
PF16129.4,DUF4841,Domain of unknown function (DUF4841)
PF16130.4,DUF4842,Domain of unknown function (DUF4842)
PF16131.4,Torus,Torus domain
PF16132.4,DUF4843,Domain of unknown function (DUF4843)
PF16133.4,DUF4844,Domain of unknown function (DUF4844)
PF16134.4,THOC2_N,THO complex subunit 2 N-terminus
PF16135.4,Jas,TPL-binding domain in jasmonate signalling
PF16136.4,NINJA_B,Putative nuclear localisation signal
PF16137.4,DUF4845,Domain of unknown function (DUF4845)
PF16138.4,DUF4846,Domain of unknown function (4846)
PF16139.4,DUF4847,Domain of unknown function (DUF4847)
PF16140.4,DUF4848,Domain of unknown function (DUF4848)
PF16141.4,DUF4849,"Putative glycoside hydrolase Family 18, chitinase_18"
PF16142.4,DUF4850,Domain of unknown function (DUF4850)
PF16143.4,DUF4851,Domain of unknown function (DUF4851)
PF16144.4,DUF4852,Domain of unknown function (DUF4852)
PF16145.4,DUF4853,Domain of unknown function (DUF4853)
PF16146.4,DUF4854,Domain of unknown function (DUF4854)
PF16147.4,DUF4855,Domain of unknown function (DUF4855)
PF16148.4,DUF4856,Domain of unknown function (DUF4856)
PF16149.4,DUF4857,Domain of unknown function (DUF4857)
PF16150.4,DUF4858,Domain of unknown function (DUF4858)
PF16151.4,DUF4859,Domain of unknown function (DUF4859)
PF16152.4,DUF4860,Domain of unknown function (DUF4860)
PF16153.4,DUF4861,Domain of unknown function (DUF4861)
PF16154.4,DUF4862,Domain of unknown function (DUF4862)
PF16155.4,DUF4863,Domain of unknown function (DUF4863)
PF16156.4,DUF4864,Domain of unknown function (DUF4864)
PF16157.4,DUF4865,Domain of unknown function (DUF4865)
PF16158.4,N_BRCA1_IG,Ig-like domain from next to BRCA1 gene
PF16159.4,FOXP-CC,FOXP coiled-coil domain
PF16160.4,DUF4866,Domain of unknown function (DUF4866)
PF16161.4,DUF4867,Domain of unknown function (DUF4867)
PF16162.4,DUF4868,Domain of unknown function (DUF4868)
PF16163.4,DUF4869,Domain of unknown function (DUF4869)
PF16164.4,VWA_N2,VWA N-terminal
PF16165.4,Ferlin_C,Ferlin C-terminus
PF16166.4,TIC20,Chloroplast import apparatus Tic20-like
PF16167.4,DUF4871,Domain of unknown function (DUF4871)
PF16168.4,AIDA,"Adhesin of bacterial autotransporter system, probable stalk"
PF16169.4,DUF4872,Domain of unknown function (DUF4872)
PF16170.4,DUF4873,Domain of unknown function (DUF4873)
PF16171.4,CENP-T_N,Centromere kinetochore component CENP-T N-terminus
PF16172.4,DOCK_N,DOCK N-terminus
PF16173.4,DUF4874,Domain of unknown function (DUF4874)
PF16174.4,IHABP4_N,Intracellular hyaluronan-binding protein 4 N-terminal
PF16175.4,DUF4875,Domain of unknown function (DUF4875)
PF16176.4,T-box_assoc,T-box transcription factor-associated
PF16177.4,ACAS_N,Acetyl-coenzyme A synthetase N-terminus
PF16178.4,Anoct_dimer,"Dimerisation domain of Ca+-activated chloride-channel, anoctamin"
PF16179.4,RHD_dimer,Rel homology dimerisation domain
PF16180.4,RelB_leu_zip,RelB leucine zipper
PF16181.4,RelB_transactiv,RelB transactivation domain
PF16182.4,AbLIM_anchor,Putative adherens-junction anchoring region of AbLIM
PF16183.4,Kinesin_assoc,Kinesin-associated
PF16184.4,Cadherin_3,Cadherin-like
PF16185.4,MTABC_N,Mitochondrial ABC-transporter N-terminal five TM region
PF16186.4,Arm_3,Atypical Arm repeat
PF16187.4,Peptidase_M16_M,Middle or third domain of peptidase_M16
PF16188.4,Peptidase_M24_C,C-terminal region of peptidase_M24
PF16189.4,Creatinase_N_2,Creatinase/Prolidase N-terminal domain
PF16190.4,E1_FCCH,Ubiquitin-activating enzyme E1 FCCH domain
PF16191.4,E1_4HB,Ubiquitin-activating enzyme E1 four-helix bundle
PF16192.4,PMT_4TMC,C-terminal four TMM region of protein-O-mannosyltransferase
PF16193.4,AAA_assoc_2,AAA C-terminal domain
PF16195.4,UBA2_C,SUMO-activating enzyme subunit 2 C-terminus
PF16197.4,KAsynt_C_assoc,Ketoacyl-synthetase C-terminal extension
PF16198.4,TruB_C_2,tRNA pseudouridylate synthase B C-terminal domain
PF16199.4,Radical_SAM_C,Radical_SAM C-terminal domain
PF16200.4,Band_7_C,C-terminal region of band_7
PF16201.4,NopRA1,Nucleolar pre-ribosomal-associated protein 1
PF16202.4,BLM_N,N-terminal region of Bloom syndrome protein
PF16203.4,ERCC3_RAD25_C,ERCC3/RAD25/XPB C-terminal helicase
PF16204.4,BDHCT_assoc,BDHCT-box associated domain on Bloom syndrome protein
PF16205.4,Ribosomal_S17_N,Ribosomal_S17 N-terminal
PF16206.4,Mon2_C,C-terminal region of Mon2 protein
PF16207.4,RAWUL,RAWUL domain RING finger- and WD40-associated ubiquitin-like
PF16208.4,Keratin_2_head,Keratin type II head
PF16209.4,PhoLip_ATPase_N,Phospholipid-translocating ATPase N-terminal
PF16210.4,Keratin_2_tail,Keratin type II cytoskeletal 1 tail
PF16211.4,Histone_H2A_C,C-terminus of histone H2A
PF16212.4,PhoLip_ATPase_C,Phospholipid-translocating P-type ATPase C-terminal
PF16213.4,DCB,Dimerisation and cyclophilin-binding domain of Mon2
PF16214.4,AC_N,Adenylyl cyclase N-terminal extracellular and transmembrane region
PF16215.4,DUF4876,Protein of unknown function (DUF4876)
PF16216.4,GxGYxYP_N,GxGYxY sequence motif in domain of unknown function N-terminal
PF16217.4,M64_N,Peptidase M64 N-terminus
PF16218.4,Peptidase_C101,Peptidase family C101
PF16219.4,DUF4879,Domain of unknown function (DUF4879)
PF16220.4,DUF4880,Domain of unknown function (DUF4880)
PF16221.4,HTH_47,winged helix-turn-helix
PF16222.4,DUF4881,Domain of unknown function (DUF4881)
PF16223.4,DUF4882,Domain of unknown function (DUF4882)
PF16224.4,DUF4883,DOmain of unknown function (DUF4883)
PF16225.4,DUF4884,Domain of unknown function (DUF4884)
PF16226.4,DUF4885,Domain of unknown function (DUF4885)
PF16227.4,DUF4886,Domain of unknown function (DUF4886)
PF16228.4,DUF4887,Domain of unknown function (DUF4887)
PF16229.4,DUF4888,Domain of unknown function (DUF4888)
PF16230.4,DUF4889,Domain of unknown function (DUF4889)
PF16231.4,DUF4890,Domain of unknown function (DUF4890)
PF16232.4,DUF4891,Domain of unknown function (DUF4891)
PF16233.4,DUF4893,Domain of unknown function (DUF4893)
PF16234.4,DUF4892,Domain of unknown function (DUF4892)
PF16235.4,DUF4894,Domain of unknown function (DUF4894)
PF16236.4,DUF4895,Domain of unknown function (DUF4895)
PF16237.4,DUF4896,Domain of unknown function (DUF4896)
PF16238.4,DUF4897,Domain of unknown function (DUF4897)
PF16239.4,DUF4898,Domain of unknown function (DUF4898)
PF16240.4,DUF4899,Domain of unknown function (DUF4899)
PF16241.4,DUF4900,Domain of unknown function (DUF4900)
PF16242.4,Pyrid_ox_like,Pyridoxamine 5'-phosphate oxidase like
